"driver","neighbour"
"PIK3CA","DERL1"
"PIK3CA","ERBB4"
"PIK3CA","ESR1"
"PIK3CA","ETV6"
"PIK3CA","FCER1A"
"PIK3CA","FGF1"
"PIK3CA","FGF13"
"PIK3CA","FGF14"
"PIK3CA","FGF18"
"PIK3CA","FGF20"
"PIK3CA","FGF7"
"PIK3CA","GAB2"
"PIK3CA","GFRA1"
"PIK3CA","GFRA2"
"PIK3CA","GLIS2"
"PIK3CA","GNA14"
"PIK3CA","GNB1"
"PIK3CA","GNG7"
"PIK3CA","GOLGB1"
"PIK3CA","GRB2"
"PIK3CA","HDAC1"
"PIK3CA","IGF1"
"PIK3CA","IL34"
"PIK3CA","KIT"
"PIK3CA","KITLG"
"PIK3CA","LAMA2"
"PIK3CA","LAMB2"
"PIK3CA","LAMC3"
"PIK3CA","LTF"
"PIK3CA","MANSC1"
"PIK3CA","MAPK14"
"PIK3CA","MATN2"
"PIK3CA","MS4A2"
"PIK3CA","NEDD9"
"PIK3CA","NGFR"
"PIK3CA","NLGN3"
"PIK3CA","NRAS"
"PIK3CA","NRG2"
"PIK3CA","NTF4"
"PIK3CA","NTRK2"
"PIK3CA","PDGFC"
"PIK3CA","PDGFD"
"PIK3CA","PDGFRB"
"PIK3CA","PGR"
"PIK3CA","PIK3R1"
"PIK3CA","PIK3R2"
"PIK3CA","PIK3R3"
"PIK3CA","PIK3R6"
"PIK3CA","PIP"
"PIK3CA","PREX1"
"PIK3CA","PTN"
"PIK3CA","PTTG1"
"PIK3CA","RPS27"
"PIK3CA","RPS6KB1"
"PIK3CA","RRM2"
"PIK3CA","SFRP4"
"PIK3CA","SLC2A4"
"PIK3CA","SOCS2"
"PIK3CA","SOCS5"
"PIK3CA","TNS1"
"PIK3CA","TPM1"
"PIK3CA","YWHAZ"
"PIK3CA","ZDHHC1"
"PIK3CA","ZDHHC18"
"PIK3CG","AGA"
"PIK3CG","APP"
"PIK3CG","CD151"
"PIK3CG","CD37"
"PIK3CG","CRKL"
"PIK3CG","CSF1R"
"PIK3CG","EFNA5"
"PIK3CG","ERBB4"
"PIK3CG","FGR"
"PIK3CG","FPR1"
"PIK3CG","GAB3"
"PIK3CG","GNG13"
"PIK3CG","HCK"
"PIK3CG","HCST"
"PIK3CG","PIK3C2G"
"PIK3CG","PIK3R5"
"PIK3CG","PIK3R6"
"PIK3CG","PRKAA2"
"PIK3CG","PRKCB"
"PIK3CG","SOCS2"
"PIK3R1","ABL1"
"PIK3R1","AKAP6"
"PIK3R1","APP"
"PIK3R1","APPL1"
"PIK3R1","ARF1"
"PIK3R1","C11orf52"
"PIK3R1","CBLB"
"PIK3R1","CDH2"
"PIK3R1","COX5A"
"PIK3R1","CREB1"
"PIK3R1","EFS"
"PIK3R1","EGFR"
"PIK3R1","EPHB4"
"PIK3R1","EPHB6"
"PIK3R1","EPN1"
"PIK3R1","EXTL3"
"PIK3R1","F11R"
"PIK3R1","FBXL2"
"PIK3R1","FCGR3B"
"PIK3R1","FER"
"PIK3R1","FGF23"
"PIK3R1","FGF5"
"PIK3R1","FGFR1OP2"
"PIK3R1","FLNA"
"PIK3R1","FTSJ1"
"PIK3R1","GFRA4"
"PIK3R1","GNB4"
"PIK3R1","GNB5"
"PIK3R1","GNG12"
"PIK3R1","GNG5"
"PIK3R1","GNGT1"
"PIK3R1","GOLGB1"
"PIK3R1","GP5"
"PIK3R1","IL2RG"
"PIK3R1","ILF2"
"PIK3R1","IRS1"
"PIK3R1","KIF13A"
"PIK3R1","LAMB2"
"PIK3R1","MAPK3"
"PIK3R1","MYLK"
"PIK3R1","NISCH"
"PIK3R1","OCLN"
"PIK3R1","PDIA2"
"PIK3R1","PIK3CA"
"PIK3R1","PKD1"
"PIK3R1","PPP1R12A"
"PIK3R1","PRKCD"
"PIK3R1","PRMT8"
"PIK3R1","PSEN2"
"PIK3R1","RAC3"
"PIK3R1","RHOD"
"PIK3R1","SIRT1"
"PIK3R1","SLC24A1"
"PIK3R1","SOS1"
"PIK3R1","SPEN"
"PIK3R1","SYNM"
"PIK3R1","THPO"
"PIK3R1","TRIM24"
"PIK3R1","TRIM66"
"PIK3R1","TTR"
"PIK3R1","UBR5"
"PIK3R1","VCL"
"PIK3R1","YWHAE"
"PIK3R2","EFNB2"
"PIK3R2","EGF"
"PIK3R3","AVPR1B"
"PIK3R3","DSN1"
"PIK3R3","EHD2"
"PIK3R3","FLT3"
"PIK3R3","FSD2"
"PIK3R3","GNA14"
"PIK3R3","GNG11"
"PIK3R3","HNRNPL"
"PIK3R3","ITGB3BP"
"PIK3R3","KHDRBS1"
"PIK3R3","KIAA0408"
"PIK3R3","MTF2"
"PIK3R3","PACRGL"
"PIK3R3","PELO"
"PIK3R3","PIK3C2A"
"PIK3R3","PIK3C2G"
"PIK3R3","RRAS"
"PIK3R3","SLC31A1"
"PIK3R3","SYK"
"PIK3R3","TNNC2"
"PIK3R3","TP53"
"PIK3R3","TXK"
"PKP4","APEX1"
"PKP4","DNAJC5"
"PKP4","ESR1"
"PKP4","KCNE3"
"PKP4","OGT"
"PKP4","OSGEP"
"PKP4","SOX2"
"PLAG1","UBE2V2"
"PLCB4","GNB1"
"PLCB4","PLCZ1"
"PLCB4","RAC1"
"PLCE1","CXCL1"
"PLCE1","GNG12"
"PLCG1","CDC42"
"PLCG1","CHAF1A"
"PLCG1","FEM1A"
"PLCG1","ID4"
"PLCG1","NR4A3"
"PLCG1","PLA2G3"
"PLCG1","PRKCE"
"PLCG1","PRKCG"
"PLCG1","SNX7"
"PLCG1","THUMPD3"
"PLCG1","YES1"
"PLEC","ACP2"
"PLEC","ARHGEF4"
"PLEC","CALML5"
"PLEC","CAPZA2"
"PLEC","CDH1"
"PLEC","COL17A1"
"PLEC","CTSZ"
"PLEC","CUL7"
"PLEC","CXCR4"
"PLEC","DCPS"
"PLEC","DDX19B"
"PLEC","DDX6"
"PLEC","ECT2"
"PLEC","FES"
"PLEC","GBF1"
"PLEC","HOOK1"
"PLEC","HOOK3"
"PLEC","ITGB4"
"PLEC","KDM1A"
"PLEC","KEAP1"
"PLEC","KRT19"
"PLEC","MAP2"
"PLEC","MTDH"
"PLEC","PHF8"
"PLEC","PRKCH"
"PLEC","PTDSS1"
"PLEC","SMC4"
"PLEC","TFDP3"
"PLEC","VIM"
"PLEC","WDR5"
"PLEKHM3","CANX"
"PLEKHM3","RAB9A"
"PLEKHM3","XPO4"
"PLEKHS1","HSPA2"
"PLSCR4","ADAMTSL4"
"PLSCR4","TRIM42"
"PLSCR4","TSPAN4"
"PLXNA2","CDK1"
"PLXNA2","PAK1"
"PLXNA2","PRKCA"
"PLXNA2","RAC1"
"PLXNA2","RHOD"
"PLXNA2","RND1"
"PLXNB2","C12orf57"
"PLXNB2","CUL3"
"PLXNB2","DERL1"
"PLXNB2","HLA-E"
"PLXNB2","HMOX2"
"PLXNB2","LAMP2"
"PLXNB2","RAB2A"
"PLXNB2","SCGB1D1"
"PLXNB2","TMED6"
"PLXNB2","VDAC3"
"PLXND1","SEMA4A"
"PLXND1","SEMA6C"
"PML","AHCY"
"PML","CALM3"
"PML","DBN1"
"PML","DCPS"
"PML","GTF2B"
"PML","HSPA6"
"PML","HULC"
"PML","LSM14B"
"PML","MED8"
"PML","MITF"
"PML","PC"
"PML","PIP"
"PML","PPP1R10"
"PML","PPP1R13L"
"PML","PRMT8"
"PML","PSMA3"
"PML","PSMC3"
"PML","RELA"
"PML","SENP5"
"PML","SFXN3"
"PML","SMAP1"
"PML","SNRNP40"
"PML","STAU2"
"PML","STX5"
"PML","TP63"
"PML","UBE2D4"
"PML","UBE2J1"
"PML","YTHDF2"
"PMS2","ATRIP"
"PMS2","DCLRE1C"
"PMS2","MSH5"
"PMS2","NSUN2"
"PMS2","UPK3B"
"PNPLA7","PLB1"
"POLD1","ADAMTSL4"
"POLD1","BAP1"
"POLD1","CAT"
"POLD1","CUL1"
"POLD1","CUL3"
"POLD1","DDB1"
"POLD1","GRAMD4"
"POLD1","PLEKHG7"
"POLD1","RCOR1"
"POLD1","S100B"
"POLD1","ZNF746"
"POLE","BRCA1"
"POLE","CHTF8"
"POLE","DUSP16"
"POLE","FBXO38"
"POLE","LGALS3BP"
"POLE","UBE2B"
"POLG","C1QBP"
"POLG","GATC"
"POLG","POLE4"
"POLG","TSPYL6"
"POLQ","AP2S1"
"POLQ","TP53BP1"
"POT1","ALDH1A1"
"POT1","ANKMY2"
"POT1","CPNE3"
"POT1","DBNL"
"POT1","DDX19B"
"POT1","DPP3"
"POT1","FAM131B"
"POT1","MAGEA4"
"POT1","MSH6"
"POT1","PAGE2"
"POT1","POLD2"
"POT1","PRMT7"
"POT1","RPS6"
"POT1","YTHDF3"
"PPP1R15A","LYN"
"PPP1R15A","LYRM4"
"PPP1R15A","TARDBP"
"PPP1R3A","CALM2"
"PPP1R3A","GYS2"
"PPP1R3A","NR3C1"
"PPP1R3A","RRP1B"
"PPP1R9A","EZR"
"PPP1R9A","MECOM"
"PPP1R9A","PPP1CB"
"PPP1R9A","RASSF2"
"PPP2R1A","ABCF3"
"PPP2R1A","ACLY"
"PPP2R1A","AP2A2"
"PPP2R1A","CTNNBL1"
"PPP2R1A","EEF2"
"PPP2R1A","FOXC1"
"PPP2R1A","GRB10"
"PPP2R1A","HAUS8"
"PPP2R1A","INTS8"
"PPP2R1A","MRPL15"
"PPP2R1A","MTMR14"
"PPP2R1A","PRKCI"
"PPP2R1A","PSME1"
"PPP2R1A","RECQL4"
"PPP2R1A","USE1"
"PPP3CA","ANKRD55"
"PPP3CA","CBLB"
"PPP3CA","HNRNPL"
"PPP3CA","OSBP"
"PPP3CA","PPP2R2D"
"PPP3CA","PTEN"
"PPP3CA","PTPN5"
"PRDM16","ACTR1A"
"PRDM16","ATP2A2"
"PRDM16","CBX3"
"PRDM16","CEBPB"
"PRDM16","COPE"
"PRDM16","CSNK2A1"
"PRDM16","DLGAP4"
"PRDM16","DNAJB6"
"PRDM16","FXR2"
"PRDM16","GNL3"
"PRDM16","HADHA"
"PRDM16","HDAC1"
"PRDM16","HSPA6"
"PRDM16","KDM1A"
"PRDM16","MAP1B"
"PRDM16","MID2"
"PRDM16","MYO1B"
"PRDM16","NCAPH"
"PRDM16","PLK4"
"PRDM16","PPARGC1A"
"PRDM16","PPP1CB"
"PRDM16","RPN1"
"PRDM16","RPS27A"
"PRDM16","S100A14"
"PRDM16","SAMHD1"
"PRDM16","SLC25A13"
"PRDM16","SLC3A2"
"PRDM16","SNRPD1"
"PRDM16","SSRP1"
"PRDM16","TECR"
"PRDM16","TFAP4"
"PRDM16","TOP3B"
"PRDM16","TPX2"
"PRDM16","UHRF1"
"PRDM2","BIRC3"
"PRDM2","NUMA1"
"PRDM2","RNF123"
"PRDM9","CDC14C"
"PRICKLE2","VANGL2"
"PRKCB","ADD2"
"PRKCB","AHNAK"
"PRKCB","ARCN1"
"PRKCB","CHRM2"
"PRKCB","CNN1"
"PRKCB","CRK"
"PRKCB","CTNND2"
"PRKCB","DDX21"
"PRKCB","DDX5"
"PRKCB","EIF3A"
"PRKCB","FBL"
"PRKCB","FLNB"
"PRKCB","GFPT1"
"PRKCB","HSPB1"
"PRKCB","ICMT"
"PRKCB","IRF3"
"PRKCB","KCNMA1"
"PRKCB","LST1"
"PRKCB","MAP2K1"
"PRKCB","MBD4"
"PRKCB","MEP1B"
"PRKCB","MRPS6"
"PRKCB","MYO3A"
"PRKCB","NPM1"
"PRKCB","NUMB"
"PRKCB","PDLIM7"
"PRKCB","PDPK1"
"PRKCB","PLCB3"
"PRKCB","PLEKHA4"
"PRKCB","PRKCQ"
"PRKCB","PRKDC"
"PRKCB","PTK2"
"PRKCB","RIPK1"
"PRKCB","RPL10"
"PRKCB","RPL15"
"PRKCB","RPL27A"
"PRKCB","SLC25A10"
"PRKCB","TAGLN"
"PRKCB","TJP1"
"PRKCB","TSEN34"
"PRKCB","UHMK1"
"PRKCB","WNK1"
"PRKCG","CNP"
"PRKCG","CYTH2"
"PRKCG","GSK3A"
"PRKCG","MARK4"
"PRKCG","SPHK2"
"PRKCQ","AKAP1"
"PRKCQ","CD4"
"PRKCQ","GRM5"
"PRKCQ","IRS1"
"PRKCQ","ITGB5"
"PRKCQ","MEF2A"
"PRKCQ","PIK3R1"
"PRKCQ","VCAM1"
"PRKDC","ACTN1"
"PRKDC","AGR2"
"PRKDC","AQP4"
"PRKDC","ARL10"
"PRKDC","AUP1"
"PRKDC","BCL2L14"
"PRKDC","CASP3"
"PRKDC","CDH1"
"PRKDC","CGN"
"PRKDC","CIB1"
"PRKDC","CLN3"
"PRKDC","CSNK1D"
"PRKDC","DCXR"
"PRKDC","EPHA1"
"PRKDC","FOXRED2"
"PRKDC","GTF2B"
"PRKDC","ITGA2B"
"PRKDC","LRRC31"
"PRKDC","MAPK4"
"PRKDC","MSL3"
"PRKDC","NOTCH1"
"PRKDC","OBSL1"
"PRKDC","PAPOLB"
"PRKDC","PPP1CA"
"PRKDC","PTK2B"
"PRKDC","RIPK4"
"PRKDC","ROS1"
"PRKDC","SEC61B"
"PRKDC","SIRT7"
"PRKDC","TMPRSS2"
"PRKDC","TREX1"
"PRKDC","UNC45A"
"PRKG1","DCX"
"PRKG1","ENAH"
"PRLR","SKP1"
"PRLR","THPO"
"PRPF4B","BRD7"
"PRPF4B","CDC5L"
"PRPF4B","CDK9"
"PRPF4B","DEK"
"PRPF4B","FAM76B"
"PRPF4B","GRSF1"
"PRPF4B","LRPAP1"
"PRPF4B","MAPK14"
"PRPF4B","MYCN"
"PRPF4B","NONO"
"PRPF4B","RBM39"
"PRPF4B","RICTOR"
"PRPF4B","RNF4"
"PRPF4B","TRIM24"
"PRRC2B","DMRTB1"
"PRRC2B","GATA3"
"PRRC2B","GLI3"
"PRRC2B","KIF20A"
"PRRC2B","MYCN"
"PRRC2B","NIP7"
"PRRC2B","NUAK1"
"PRRC2B","PAX8"
"PRRC2B","RBPMS"
"PRRC2B","SOX2"
"PRRC2B","TRIM66"
"PRUNE2","HLA-DRA"
"PRUNE2","HNRNPL"
"PRUNE2","PDE2A"
"PRUNE2","RCN3"
"PRUNE2","VIM"
"PRX","EGFR"
"PRX","NCK1"
"PTCH1","AKAP8L"
"PTCH1","APPBP2"
"PTCH1","ATXN3"
"PTCH1","CAV1"
"PTCH1","CDON"
"PTCH1","CLPX"
"PTCH1","CNNM4"
"PTCH1","CSNK1A1L"
"PTCH1","FUT11"
"PTCH1","GALNT2"
"PTCH1","GLI3"
"PTCH1","HS6ST2"
"PTCH1","ITGA7"
"PTCH1","KHDRBS1"
"PTCH1","LBR"
"PTCH1","LPCAT2"
"PTCH1","MBTPS1"
"PTCH1","MGAT5"
"PTCH1","MTMR14"
"PTCH1","NPTX1"
"PTCH1","PPIB"
"PTCH1","PPIL4"
"PTCH1","PTHLH"
"PTCH1","RB1CC1"
"PTCH1","SEMA3C"
"PTCH1","SEMA4G"
"PTCH1","SLIT2"
"PTCH1","SPPL2B"
"PTCH1","STOM"
"PTCH1","TOR1AIP1"
"PTCH1","TRAPPC5"
"PTCH1","TRMT2A"
"PTCH1","YAP1"
"PTDSS1","CTBS"
"PTDSS1","DNAJC1"
"PTDSS1","LAMP1"
"PTDSS1","RHOC"
"PTDSS1","TGM3"
"PTEN","AMHR2"
"PTEN","BAP1"
"PTEN","DDX50"
"PTEN","DVL2"
"PTEN","FGFR3"
"PTEN","GFRA2"
"PTEN","HMOX1"
"PTEN","IFIH1"
"PTEN","IGF1R"
"PTEN","INPP5A"
"PTEN","IQCF2"
"PTEN","KHSRP"
"PTEN","KRT14"
"PTEN","NRCAM"
"PTEN","PARD6G"
"PTEN","PCDHGA10"
"PTEN","PTK2B"
"PTEN","ROCK1"
"PTEN","RPL7"
"PTEN","SMARCB1"
"PTEN","SMTN"
"PTEN","SOCS1"
"PTEN","TXNDC11"
"PTEN","UTP14A"
"PTEN","XIAP"
"PTK2","ACADM"
"PTK2","APBB1IP"
"PTK2","AQP1"
"PTK2","ARHGAP26"
"PTK2","ARHGEF6"
"PTK2","ARHGEF7"
"PTK2","ATP2B4"
"PTK2","CBL"
"PTK2","CD4"
"PTK2","CFI"
"PTK2","CLDN11"
"PTK2","CNR1"
"PTK2","CRK"
"PTK2","CSF1R"
"PTK2","CSPG4"
"PTK2","CTNND2"
"PTK2","CXCL12"
"PTK2","ELMO1"
"PTK2","EPHB2"
"PTK2","FCER1G"
"PTK2","FGR"
"PTK2","GIT2"
"PTK2","GNAI2"
"PTK2","GNAI3"
"PTK2","GNG2"
"PTK2","HCK"
"PTK2","HCLS1"
"PTK2","HNRNPL"
"PTK2","IQGAP1"
"PTK2","ITGA7"
"PTK2","ITGAD"
"PTK2","ITGAE"
"PTK2","ITGAL"
"PTK2","ITGAM"
"PTK2","ITGAX"
"PTK2","ITGB2"
"PTK2","ITGB8"
"PTK2","JUP"
"PTK2","KCNMA1"
"PTK2","LAT"
"PTK2","LCK"
"PTK2","LPXN"
"PTK2","MAP2K5"
"PTK2","MAPK8IP3"
"PTK2","MICAL1"
"PTK2","NACAD"
"PTK2","NCK2"
"PTK2","PBXIP1"
"PTK2","PIK3CD"
"PTK2","PIK3CG"
"PTK2","PIK3R1"
"PTK2","PIK3R3"
"PTK2","PIK3R5"
"PTK2","PKD1"
"PTK2","PLCG2"
"PTK2","PRKAR2B"
"PTK2","PRKCB"
"PTK2","PTPN23"
"PTK2","PTPN6"
"PTK2","PTPRG"
"PTK2","RAPGEF1"
"PTK2","RFC4"
"PTK2","SH3KBP1"
"PTK2","SORBS1"
"PTK2","STS"
"PTK2","THBS1"
"PTK2","TLN1"
"PTK2","TNS1"
"PTK2","TNS3"
"PTK2","TP53"
"PTK2","TUBA1A"
"PTK2","TXN"
"PTK2","VIM"
"PTK2","WAS"
"PTK2B","CACNG2"
"PTK2B","CACNG4"
"PTK2B","CDK16"
"PTK2B","CSDE1"
"PTK2B","DLG3"
"PTK2B","EWSR1"
"PTK2B","FOXO3"
"PTK2B","GSK3B"
"PTK2B","HNRNPK"
"PTK2B","HTR3E"
"PTK2B","ID3"
"PTK2B","JAK1"
"PTK2B","MAPK12"
"PTK2B","MATK"
"PTK2B","NTRK2"
"PTK2B","PFKFB3"
"PTK2B","PITPNM2"
"PTK2B","PRKDC"
"PTK2B","PTEN"
"PTK2B","PYCARD"
"PTK2B","RAP1B"
"PTK2B","RB1CC1"
"PTK2B","SKAP2"
"PTK2B","SNCA"
"PTK2B","SOS1"
"PTK2B","TGFB1I1"
"PTK2B","TSC1"
"PTPN13","APC"
"PTPN13","CRHR1"
"PTPN13","ESR2"
"PTPN13","FADD"
"PTPN13","LAMP1"
"PTPN13","RAC3"
"PTPN13","RHOD"
"PTPN13","SFN"
"PTPN13","SIPA1L1"
"PTPN13","STAU1"
"PTPN14","CBY1"
"PTPN14","LCK"
"PTPN14","RTKN"
"PTPN14","SRGAP2"
"PTPN14","TRIP6"
"PTPRD","LILRB4"
"PTPRD","MCOLN2"
"PTPRD","RELT"
"PTPRD","RNF133"
"PTPRD","SLC31A1"
"PTPRD","SLITRK2"
"PTPRK","CST9L"
"PTPRK","FBXO2"
"PTPRK","GNPTG"
"PTPRK","NXPH1"
"PTPRK","OIT3"
"PTPRK","PLXNA2"
"PTPRK","RNF4"
"PTPRK","SCARB2"
"PTPRK","TANC1"
"PTPRO","CPD"
"PTPRO","EPHB2"
"PTPRO","EXT2"
"PTPRO","GOLIM4"
"PTPRO","HLA-G"
"PTPRO","LMAN1"
"PTPRO","NCSTN"
"PTPRU","CTNNA1"
"PTPRU","FIBIN"
"PTPRU","GRAMD1A"
"PTPRU","MON2"
"PTPRU","PCDHGC5"
"PTPRU","PLOD1"
"PTPRU","SSTR1"
"PTPRU","ZNRF4"
"PXDNL","CUTA"
"PZP","CFTR"
"PZP","MMP2"
"RAF1","A2M"
"RAF1","ACLY"
"RAF1","ADH1B"
"RAF1","AMBP"
"RAF1","ANXA4"
"RAF1","APOA1"
"RAF1","APOB"
"RAF1","ASAP3"
"RAF1","ATP2B4"
"RAF1","C3P1"
"RAF1","CBX2"
"RAF1","CDC25B"
"RAF1","CDK13"
"RAF1","DBR1"
"RAF1","DCAF7"
"RAF1","DCD"
"RAF1","DSG1"
"RAF1","ERLIN1"
"RAF1","F2"
"RAF1","FTSJ1"
"RAF1","GCG"
"RAF1","IARS2"
"RAF1","ICAM1"
"RAF1","IQGAP1"
"RAF1","ITIH3"
"RAF1","KHDRBS3"
"RAF1","KNG1"
"RAF1","LAMP1"
"RAF1","LTV1"
"RAF1","MFAP1"
"RAF1","MGST1"
"RAF1","MRM1"
"RAF1","MYO1B"
"RAF1","NAMPT"
"RAF1","NDRG3"
"RAF1","NPEPPS"
"RAF1","NUMB"
"RAF1","OPALIN"
"RAF1","PARP12"
"RAF1","PCNA"
"RAF1","PEG10"
"RAF1","PLOD2"
"RAF1","PLS3"
"RAF1","PPP1CC"
"RAF1","PRL"
"RAF1","RAB19"
"RAF1","RCL1"
"RAF1","RFC3"
"RAF1","RNF41"
"RAF1","RSBN1"
"RAF1","SCNN1B"
"RAF1","SMARCAL1"
"RAF1","SRPK2"
"RAF1","SULT2A1"
"RAF1","TFCP2"
"RAF1","TFPI"
"RAF1","TIPARP"
"RAF1","TMEM97"
"RAF1","TMOD1"
"RAF1","TRIM67"
"RAF1","TRIP4"
"RAF1","TTF1"
"RAF1","XPC"
"RANBP2","AAAS"
"RANBP2","ADAR"
"RANBP2","ADRB2"
"RANBP2","AKAP13"
"RANBP2","B2M"
"RANBP2","BIRC3"
"RANBP2","CIT"
"RANBP2","DCTN1"
"RANBP2","EID3"
"RANBP2","GCK"
"RANBP2","GEMIN6"
"RANBP2","LGALS9"
"RANBP2","NUP35"
"RANBP2","NUTF2"
"RANBP2","OBSL1"
"RANBP2","PDLIM3"
"RANBP2","PML"
"RANBP2","RAPGEF3"
"RANBP2","RHBDF2"
"RANBP2","SNRPG"
"RANBP2","TIPARP"
"RANBP2","TRIM55"
"RANBP2","UPF3B"
"RANBP2","WNK1"
"RANBP6","MCL1"
"RANBP6","PLEKHA4"
"RANBP6","TMEM9"
"RAP1GDS1","ETFB"
"RAP1GDS1","HSPA1L"
"RAP1GDS1","HSPA5"
"RAP1GDS1","MKRN2"
"RAP1GDS1","PDIA4"
"RAP1GDS1","POLR2L"
"RAP1GDS1","RAB28"
"RAP1GDS1","ZNF451"
"RAPGEF1","BCAR1"
"RAPGEF1","SLC20A1"
"RAPGEF1","SPATS2L"
"RAPGEF1","TRIM67"
"RASA1","BBS10"
"RASA1","EPHA2"
"RASA1","FGFR1"
"RASA1","HSPA9"
"RASA1","LYN"
"RASA1","MET"
"RASA1","RAB12"
"RASA1","RRAS2"
"RASGRF2","CDK5"
"RASGRF2","PMVK"
"RASGRF2","ZYX"
"RASGRP2","NHLRC2"
"RB1","ABL1"
"RB1","ANAPC11"
"RB1","ANAPC4"
"RB1","AP1AR"
"RB1","ARID1A"
"RB1","ARID1B"
"RB1","ATF2"
"RB1","CAPNS1"
"RB1","CASP6"
"RB1","CBX1"
"RB1","CBX5"
"RB1","CCL19"
"RB1","CCND1"
"RB1","CCNE1"
"RB1","CCNE2"
"RB1","CCNT1"
"RB1","CDC16"
"RB1","CDK12"
"RB1","CDK13"
"RB1","CDK19"
"RB1","CDK2"
"RB1","CDK8"
"RB1","CDKN2A"
"RB1","CEBPA"
"RB1","CEBPB"
"RB1","CEBPD"
"RB1","CHEK1"
"RB1","CIC"
"RB1","CREBBP"
"RB1","DNMT1"
"RB1","DYRK1A"
"RB1","E2F1"
"RB1","E2F3"
"RB1","E2F5"
"RB1","EID1"
"RB1","EP300"
"RB1","EZH2"
"RB1","FANCC"
"RB1","FBP1"
"RB1","FLT3LG"
"RB1","FOXK2"
"RB1","FOXO3"
"RB1","FRK"
"RB1","GALNT12"
"RB1","GART"
"RB1","GSK3B"
"RB1","GTF2H1"
"RB1","HDAC2"
"RB1","HELZ"
"RB1","HIF1A"
"RB1","HNRNPU"
"RB1","JUN"
"RB1","KDM2A"
"RB1","KDM4A"
"RB1","KDM5B"
"RB1","KDM6A"
"RB1","KEAP1"
"RB1","LMNB1"
"RB1","LMO2"
"RB1","MAPK8"
"RB1","MCM4"
"RB1","MCM6"
"RB1","MCM7"
"RB1","MDM4"
"RB1","MED13"
"RB1","MED23"
"RB1","MEF2C"
"RB1","MSH2"
"RB1","NCAPG2"
"RB1","NCOA6"
"RB1","NFATC2"
"RB1","NFYA"
"RB1","NHLRC2"
"RB1","NOTCH1"
"RB1","PBRM1"
"RB1","PCGF3"
"RB1","PCNA"
"RB1","PHF10"
"RB1","PIK3R3"
"RB1","PIN1"
"RB1","POLA1"
"RB1","POLD1"
"RB1","POLR1B"
"RB1","PPP1CA"
"RB1","PPP1CC"
"RB1","PRDM2"
"RB1","PSMC1"
"RB1","RASA1"
"RB1","RBBP4"
"RB1","RBBP5"
"RB1","RBBP6"
"RB1","RBBP8"
"RB1","RBL1"
"RB1","RBM26"
"RB1","RFC1"
"RB1","RFC5"
"RB1","RLIM"
"RB1","RNF4"
"RB1","RNF40"
"RB1","SAP130"
"RB1","SERPINB2"
"RB1","SIRT1"
"RB1","SIRT2"
"RB1","SKIL"
"RB1","SKP2"
"RB1","SMARCC1"
"RB1","SMARCC2"
"RB1","SMARCD1"
"RB1","SMC2"
"RB1","SP3"
"RB1","SPI1"
"RB1","STAT3"
"RB1","STX17"
"RB1","SUZ12"
"RB1","TADA1"
"RB1","TARDBP"
"RB1","TBP"
"RB1","TFDP1"
"RB1","THOC1"
"RB1","TMPO"
"RB1","TP53"
"RB1","TP73"
"RB1","UBR4"
"RB1","WEE1"
"RB1","ZBTB7A"
"RB1CC1","ATG16L1"
"RB1CC1","CDK19"
"RB1CC1","GREB1"
"RB1CC1","INA"
"RB1CC1","LARP4B"
"RB1CC1","PKN1"
"RB1CC1","PREB"
"RB1CC1","PRKAG3"
"RB1CC1","PSMC3IP"
"RB1CC1","TRIM25"
"RBBP6","ACTC1"
"RBBP6","CDC5L"
"RBBP6","CUL3"
"RBBP6","HSPA4"
"RBBP6","RHOBTB1"
"RBBP6","SF3A1"
"RBFOX1","BHLHE40"
"RBFOX1","P4HA3"
"RBFOX1","PKP1"
"RBFOX1","VENTX"
"RBM10","BRD4"
"RBM10","DOK2"
"RBM10","EIF4A3"
"RBM10","HNRNPK"
"RBM10","NDEL1"
"RBM10","RBMY1J"
"RBM10","SP7"
"RBM10","TARDBP"
"RBM15","RPA3"
"RBMXL3","RAF1"
"RBMXL3","SF3B4"
"RBMXL3","SNRNP48"
"RBMXL3","YBX1"
"RBMXL3","ZCRB1"
"RELA","BANP"
"RELA","BCL2L1"
"RELA","CAMK4"
"RELA","CDX2"
"RELA","COL2A1"
"RELA","COMMD6"
"RELA","CSN3"
"RELA","DAPP1"
"RELA","DCD"
"RELA","ERBB2"
"RELA","FOXP3"
"RELA","IL12RB1"
"RELA","MAP4K1"
"RELA","NCOA3"
"RELA","NFKBIA"
"RELA","POU2F2"
"RELA","REL"
"RELA","RPS6KA5"
"RELA","SOCS1"
"RELA","TET2"
"RELA","TGFB2"
"RELA","TNFAIP3"
"RELA","TNFSF11"
"RELA","TRIP6"
"RELN","ABL1"
"RET","ACBD3"
"RET","ARFGAP3"
"RET","GDNF"
"RET","GGA3"
"RET","GOLGA5"
"RET","GRB2"
"RET","HSPA5"
"RET","HYOU1"
"RET","MAPK3"
"RET","NUCB2"
"RET","PDIA4"
"RET","PIK3R2"
"RET","PLCG1"
"RET","PTPN11"
"RET","RABAC1"
"RET","SCFD1"
"RET","SEC31A"
"RET","UNC5B"
"REV3L","HDAC4"
"REV3L","POLD4"
"REV3L","POLG"
"REV3L","REV1"
"REV3L","RPL14"
"REV3L","RPS27A"
