"driver","neighbour"
"AKT1","IRS2"
"AKT1","PLK1"
"AKT1","CDK4"
"AKT1","GNAI2"
"AKT1","GIT1"
"AKT1","LAMA2"
"AKT1","CTBP1"
"AKT1","TPM4"
"AKT1","MAP2K5"
"AKT1","PRKCZ"
"AKT1","ASXL1"
"AKT1","ATXN1"
"AKT1","TRAF2"
"AKT1","HSP90AB1"
"AKT1","KAT2B"
"AKT1","PINK1"
"AKT1","CD19"
"AKT1","ARHGAP5"
"AKT1","CDC25B"
"AKT1","ENO2"
"AKT1","RARG"
"AKT1","TRIB2"
"AKT1","NRIP1"
"AKT1","BAIAP2"
"AKT1","NCF2"
"AKT1","CBLB"
"AKT1","CDC37"
"AKT1","IGF2R"
"AKT1","FBXO31"
"AKT1","KDM4B"
"AKT1","SOX4"
"AKT1","POU5F1"
"AKT1","HSPA4"
"AKT1","PDGFB"
"AKT1","RPS6KA3"
"AKT1","ACLY"
"AKT1","MVD"
"AKT1","THRSP"
"AKT1","ITPKB"
"AKT1","SYTL1"
"AKT1","ATM"
"AKT1","LIF"
"AKT1","MITF"
"AKT1","MYOD1"
"AKT1","ALDOA"
"AKT1","TRA2B"
"AKT1","NTRK1"
"AKT1","PDK1"
"AKT1","ZYX"
"AKT1","RYR2"
"AKT1","ACTA1"
"AKT1","CAV1"
"AKT1","BAG2"
"AKT1","PFKP"
"AKT1","FOXO3"
"AKT1","VASP"
"AKT1","LAMA4"
"AKT1","LARP1"
"AKT1","NCF1"
"AKT1","BTK"
"AKT1","CDK9"
"AKT1","BLVRA"
"AKT1","EZH2"
"AKT1","SOX9"
"AKT1","CARD11"
"AKT1","AXL"
"AKT1","INPP5B"
"AKT1","CCM2"
"AKT1","LY96"
"AKT1","EIF4EBP1"
"AKT1","GLI2"
"AKT1","SMYD2"
"AKT1","DLX5"
"AKT1","ACTB"
"AKT1","LMNA"
"AKT1","PPP2CA"
"AKT1","CTNND2"
"AKT1","RUNX2"
"AKT1","F2"
"AKT1","HGF"
"AKT1","PRMT1"
"AKT1","STAT6"
"AKT1","APOE"
"AKT1","TFF1"
"AKT1","PTPN11"
"AKT1","MYCN"
"AKT1","CELF1"
"AKT1","CYBB"
"AKT1","ESR2"
"AKT1","MYD88"
"AKT1","GSK3A"
"AKT1","LMO7"
"AKT1","RBP1"
"AKT1","SOX2"
"AKT1","CHN2"
"AKT1","GLI3"
"AKT1","MAPKAPK2"
"AKT1","ARHGDIB"
"AKT1","CDH1"
"AKT1","CCNA2"
"AKT1","SP1"
"AKT1","RARB"
"AKT1","LAMB3"
"AKT1","PDGFRA"
"AKT1","CDK2"
"AKT1","YAP1"
"AKT1","SMURF1"
"AKT1","GPT2"
"AKT1","MTOR"
"AKT1","LCP2"
"AKT1","LBR"
"AKT1","IKBKB"
"AKT1","SAP30"
"AKT1","EIF4E"
"AKT1","NQO1"
"AKT1","ARRB1"
"AKT1","PARK7"
"AKT1","HBB"
"AKT1","RPS6KA1"
"AKT1","BTBD1"
"AKT1","LAMA1"
"AKT1","ST14"
"AKT1","CAPZB"
"AKT1","BMI1"
"AKT1","HSP90AA1"
"AKT1","IL24"
"AKT1","TAL1"
"AKT1","GRB14"
"AKT1","KRT19"
"AKT1","LIMS1"
"AKT1","OFD1"
"AKT1","PRKCQ"
"AKT1","AHSA1"
"AKT1","MDH1"
"AKT1","PFKFB2"
"AKT1","RPS6KB2"
"AKT1","YWHAG"
"AKT1","SH2D3C"
"AKT1","ILF3"
"AKT1","PI3"
"AKT1","ACAT2"
"AKT1","SIRT1"
"AKT1","S100A4"
"AKT1","FXN"
"AKT1","PSMC5"
"AKT1","RUVBL2"
"AKT1","SPRR3"
"AKT1","HEXIM1"
"AKT1","HBP1"
"AKT1","JUN"
"AKT1","CBX3"
"AKT1","TRAF6"
"AKT1","AKT2"
"AKT1","ANXA2"
"AKT1","DAB1"
"AKT1","HSPA1A"
"AKT1","SERPINB1"
"AKT1","TMCC2"
"AKT1","CD44"
"AKT1","CD2AP"
"AKT1","FGF2"
"AKT1","JAK2"
"AKT1","TP53BP1"
"AKT1","ZNF24"
"AKT1","EPSTI1"
"AKT1","KLF4"
"AKT1","CDC42"
"AKT1","SOD1"
"AKT1","KHSRP"
"AKT1","BCL2L1"
"AKT1","FASLG"
"AKT1","NFKBIA"
"AKT1","PCK2"
"AKT1","BRCA1"
"AKT1","SOD2"
"AKT1","TP53"
"AKT1","IL2RA"
"AKT1","BCL2"
"AKT1","GADD45A"
"AKT1","PPM1H"
"AKT1","MAP2"
"AKT1","HSPA8"
"AKT1","CTDP1"
"AKT1","SOS1"
"AKT1","NCL"
"AKT1","PRUNE2"
"AKT1","FLII"
"AKT1","KANK1"
"AKT1","MTA3"
"AKT1","ATP6V0A2"
"AKT1","ADAR"
"AKT1","SP3"
"AKT1","ITGB3"
"AKT1","PLXNA1"
"AKT1","CGGBP1"
"AKT1","MCL1"
"AKT1","MAZ"
"AKT1","PRKD1"
"AKT1","RHEB"
"AKT1","PRKCA"
"AKT1","IQGAP1"
"AKT1","BCAR1"
"AKT1","PKD1"
"AKT1","PTPN1"
"AKT1","UBC"
"AKT1","ZFP36L1"
"AKT1","PPM1A"
"AKT1","PFKL"
"AKT1","NFE2L2"
"AKT1","ERBB2"
"AKT1","ANKRD2"
"AKT1","XAF1"
"AKT1","CSK"
"AKT1","RASGRP3"
"AKT1","PRKCB"
"AKT1","NPM1"
"AKT1","SREBF1"
"AKT1","TRAF4"
"AKT1","SYNJ2"
"AKT1","FAF1"
"AKT1","MAP3K9"
"AKT1","IL2RG"
"AKT1","PTK6"
"AKT1","VAV1"
"AKT1","CCT5"
"AKT1","WAS"
"AKT1","MYH9"
"AKT1","PREX1"
"AKT1","PPP1CB"
"AKT1","CYTH2"
"AKT1","VAV3"
"AKT1","EFHC1"
"AKT1","SKP2"
"AKT1","AR"
"AKT1","CHEK1"
"AKT1","MAP3K5"
"AKT1","PPAT"
"AKT1","APAF1"
"AKT1","INSR"
"AKT1","TNF"
"AKT1","PRG2"
"AKT1","GRB2"
"AKT1","RASGRF1"
"AKT1","NPPA"
"AKT1","PPP3CA"
"AKT1","SIRT6"
"AKT1","CAT"
"AKT1","PRKDC"
"AKT1","MEF2A"
"AKT1","NCOR1"
"AKT1","NFATC3"
"AKT1","DNAJB2"
"AKT1","MST1"
"AKT1","RXRG"
"AKT1","PIK3R3"
"AKT1","TRIB3"
"AKT1","CYFIP2"
"AKT1","GTF2B"
"AKT1","MAP3K1"
"AKT1","CDK13"
"AKT1","CDKN1C"
"AKT1","GNAI1"
"AKT1","PMS2"
"AKT1","PSRC1"
"AKT1","PLCG1"
"AKT1","OXSR1"
"AKT1","THRA"
"AKT1","SNAI1"
"AKT1","PDK2"
"AKT1","OPRM1"
"AKT1","RPS3A"
"AKT1","CASC3"
"AKT1","HSPB1"
"AKT1","CNKSR3"
"AKT1","PLXNB1"
"AKT1","CARHSP1"
"AKT1","TNPO1"
"AKT1","PIK3CA"
"AKT1","LONP1"
"AKT1","MAP3K8"
"AKT1","FYN"
"AKT1","ARAF"
"AKT1","ITGA6"
"AKT1","ARHGAP22"
"AKT1","HK1"
"AKT1","HK2"
"AKT1","SGK1"
"AKT1","FHL1"
"AKT1","HSPA9"
"AKT1","METTL1"
"AKT1","SNCA"
"AKT1","PCBP3"
"AKT1","MTA1"
"AKT1","CAMKK2"
"AKT1","DSP"
"AKT1","ETS1"
"AKT1","GNA13"
"AKT1","CYLD"
"AKT1","AGER"
"AKT1","BAD"
"AKT1","CALM1"
"AKT1","EGF"
"AKT1","CDKN1B"
"AKT1","NCOA3"
"AKT1","DNMT1"
"AKT1","COMT"
"AKT1","CCNE1"
"AKT1","CDCA7"
"AKT1","PACS2"
"AKT1","EGLN1"
"AKT1","PTGDS"
"AKT1","PLCG2"
"AKT1","CREB1"
"AKT1","ARHGDIA"
"AKT1","FOXO1"
"AKT1","DISC1"
"AKT1","ARFGAP2"
"AKT1","SLC25A3"
"AKT1","EIF4A1"
"AKT1","NOP56"
"AKT1","TPM2"
"AKT1","YWHAE"
"AKT1","IGF1"
"AKT1","NCOR2"
"AKT1","APP"
"AKT1","CTNNA1"
"AKT1","FOS"
"AKT1","RARA"
"AKT1","OSGIN1"
"AKT1","TRMT61A"
"AKT1","FSCN1"
"AKT1","EGR1"
"AKT1","NR2F2"
"AKT1","JAK3"
"AKT1","REPS1"
"AKT1","UXS1"
"AKT1","CSNK2A1"
"AKT1","NR4A1"
"AKT1","HMOX1"
"AKT1","CASP3"
"AKT1","NFKB1"
"AKT1","WNK1"
"AKT1","SORBS1"
"AKT1","ARNT"
"AKT1","ENO1"
"AKT1","MAP3K13"
"AKT1","GJA1"
"AKT1","EIF4B"
"AKT1","PEBP1"
"AKT1","SIRT2"
"AKT1","MAP2K3"
"AKT1","PPARGC1B"
"AKT1","DAB2IP"
"AKT1","TIFA"
"AKT1","NEDD4"
"AKT1","MEF2D"
"AKT1","ITPR1"
"AKT1","CFLAR"
"AKT1","CREBBP"
"AKT1","SH3RF1"
"AKT1","EDN1"
"AKT1","YWHAQ"
"AKT1","BCL2L11"
"AKT1","HIF1A"
"AKT1","PRL"
"AKT1","DOCK1"
"AKT1","EGFR"
"AKT1","PCK1"
"AKT1","EIF2AK3"
"AKT1","PDGFRB"
"AKT1","VEGFC"
"AKT1","AMBRA1"
"AKT1","CLK2"
"AKT1","MTUS2"
"AKT1","NDRG2"
"AKT1","UBR5"
"AKT1","ATP1A1"
"AKT1","PFKM"
"AKT1","RPS20"
"AKT1","MDM4"
"AKT1","MAPK1"
"AKT1","PFKFB3"
"AKT1","PELP1"
"AKT1","CALM2"
"AKT1","AURKA"
"AKT1","TTC3"
"AKT1","NOX1"
"AKT1","CD55"
"AKT1","GABBR2"
"AKT1","APOH"
"AKT1","CYTH1"
"AKT1","NCOA4"
"AKT1","TERT"
"AKT1","TGFB1"
"AKT1","FGFR1"
"AKT1","CCT3"
"AKT1","GAL"
"AKT1","MAP3K11"
"AKT1","GSK3B"
"AKT1","PRR5"
"AKT1","HSPA5"
"AKT1","MAPKAP1"
"AKT1","DENND1A"
"AKT1","NRAS"
"AKT1","MAPK8"
"AKT1","TNFSF11"
"AKT1","IRF3"
"AKT1","TNK2"
"AKT1","FASN"
"AKT1","NFATC2"
"AKT1","TNFRSF1A"
"AKT1","TOP3B"
"AKT1","TBK1"
"AKT1","TSC22D3"
"AKT1","PRKACA"
"AKT1","DNAJB1"
"AKT1","LDHA"
"AKT1","ARF6"
"AKT1","ITGB6"
"AKT1","PITX2"
"AKT1","TXN"
"AKT1","HTT"
"AKT1","IMPDH2"
"AKT1","PPL"
"AKT1","CYCS"
"AKT1","FLNB"
"AKT1","VHL"
"AKT1","RUNX1T1"
"AKT1","FOXA2"
"AKT1","LUC7L2"
"AKT1","STAT1"
"AKT1","FKBP5"
"AKT1","LAMA3"
"AKT1","NOS2"
"AKT1","NOS3"
"AKT1","GAPDH"
"AKT1","ARHGEF16"
"AKT1","INPP5A"
"AKT1","USP10"
"AKT1","PAK4"
"AKT1","MAP3K14"
"AKT1","RALGDS"
"AKT1","ARHGEF2"
"AKT1","ITGB2"
"AKT1","CLASP2"
"AKT1","MDM2"
"AKT1","SMAD7"
"AKT1","PTPRF"
"AKT1","VAV2"
"AKT1","EP300"
"AKT1","HDAC3"
"AKT1","DLC1"
"AKT1","TBC1D1"
"AKT1","GRB10"
"AKT1","RPTOR"
"AKT1","RALGAPA2"
"AKT1","RET"
"AKT1","SFN"
"AKT1","MSH2"
"AKT1","BCL11A"
"AKT1","PARVA"
"AKT1","CSTB"
"AKT1","LAMB2"
"AKT1","MEF2C"
"AKT1","BPGM"
"AKT1","IL2RB"
"AKT1","TRIP10"
"AKT1","GFAP"
"AKT1","UCK2"
"AKT1","TEAD1"
"AKT1","TJP2"
"AKT1","KITLG"
"AKT1","RHOA"
"AKT1","PPP1R13L"
"AKT1","SP7"
"AKT1","LATS2"
"AKT1","RNF115"
"AKT1","ERBB3"
"AKT1","ITGB8"
"AKT1","KLHL3"
"AKT1","CCND2"
"AKT1","BCL3"
"AKT1","UBA52"
"AKT1","PIAS1"
"AKT1","ADRB2"
"AKT1","PRKAB1"
"AKT1","SSH1"
"AKT1","NR3C1"
"AKT1","RB1"
"AKT1","NCOA1"
"AKT1","GNB1"
"AKT1","SYK"
"AKT1","DNAJB6"
"AKT1","TBC1D4"
"AKT1","MARK2"
"AKT1","TIAM1"
"AKT1","TLR2"
"AKT1","GAS7"
"AKT1","TWIST1"
"AKT1","STK3"
"AKT1","GAB1"
"AKT1","BECN1"
"AKT1","HNRNPA1"
"AKT1","ZC3HAV1"
"AKT1","CABLES1"
"AKT1","GDA"
"AKT1","PPIA"
"AKT1","PIP5K1C"
"AKT1","PHGDH"
"AKT1","HSP90B1"
"AKT1","NOTCH1"
"AKT1","CTNNB1"
"AKT1","YBX1"
"AKT1","ARHGEF7"
"AKT1","ARHGAP19"
"AKT1","CALM3"
"AKT1","CYFIP1"
"AKT1","FLNC"
"AKT1","SRR"
"AKT1","PTEN"
"AKT1","PALLD"
"AKT1","SMO"
"AKT1","FOXO4"
"AKT1","OGT"
"AKT1","PHLPP1"
"AKT1","SKI"
"AKT1","ABI2"
"AKT1","ARFIP2"
"AKT1","ITGB1"
"AKT1","IKBKG"
"AKT1","EPHA2"
"AKT1","SMAD3"
"AKT1","SH3BP4"
"AKT1","PTK2"
"AKT1","CHGB"
"AKT1","PCBP1"
"AKT1","RPL13"
"AKT1","RASSF1"
"AKT1","GAB2"
"AKT1","ZNF691"
"AKT1","MED28"
"AKT1","GET4"
"AKT2","ILK"
"AKT2","SNAI1"
"AKT2","CCL14"
"AKT2","TPM2"
"AKT2","ESR1"
"AKT2","SORBS2"
"AKT2","MAPK3"
"AKT2","PIK3R1"
"AKT2","APOA1"
"AKT2","EIF4EBP1"
"AKT2","GSK3A"
"AKT2","RPS6KB1"
"AKT2","SRC"
"AKT2","INS"
"AKT2","AKT1"
"AKT2","XIAP"
"AKT2","BIRC5"
"AKT2","CDKN1A"
"AKT2","MYC"
"AKT2","RELA"
"AKT2","BCL2L1"
"AKT2","FOS"
"AKT2","PRKCZ"
"AKT2","NAMPT"
"AKT2","FKBP4"
"AKT2","NFKB1"
"AKT2","HSP90AB1"
"AKT2","KAT2B"
"AKT2","CALML5"
"AKT2","TSC2"
"AKT2","PPARGC1A"
"AKT2","NTRK1"
"AKT2","PDK1"
"AKT2","RUNX2"
"AKT2","MDM2"
"AKT2","FOXO3"
"AKT2","HTRA2"
"AKT2","POFUT1"
"AKT2","STAT5A"
"AKT2","VHL"
"AKT2","PDPK1"
"AKT2","PLAT"
"AKT2","CD34"
"AKT2","REL"
"AKT2","VIM"
"AKT2","CDK2"
"AKT2","IKBKB"
"AKT2","BMI1"
"AKT2","HSP90AA1"
"AKT2","GRB14"
"AKT2","PPIF"
"AKT2","JUN"
"AKT2","TRIB3"
"AKT2","KHSRP"
"AKT2","EGFR"
"AKT2","WIPF1"
"AKT2","PARP1"
"AKT2","PFKP"
"AKT2","GJA1"
"AKT2","GATA6"
"AKT2","CSK"
"AKT2","EZR"
"AKT2","MTOR"
"AKT2","CCT5"
"AKT2","DYRK1A"
"AKT2","PKP1"
"AKT2","CHEK1"
"AKT2","INSR"
"AKT2","FOXO4"
"AKT2","ESR2"
"AKT2","PRKDC"
"AKT2","CDK5"
"AKT2","PIK3R3"
"AKT2","HSPB1"
"AKT2","IKBKG"
"AKT2","LAMP1"
"AKT2","ANKRD2"
"AKT2","IRS1"
"AKT2","PIK3CA"
"AKT2","MAP3K8"
"AKT2","HK2"
"AKT2","SGK1"
"AKT2","SLC2A4"
"AKT2","MAP3K5"
"AKT2","BAD"
"AKT2","PIP5K1C"
"AKT2","TFAP2C"
"AKT2","PGR"
"AKT2","FOXO1"
"AKT2","APP"
"AKT2","PPP2CA"
"AKT2","NOS1"
"AKT2","NR4A1"
"AKT2","ERC1"
"AKT2","CREBBP"
"AKT2","EIF2AK3"
"AKT2","NFATC1"
"AKT2","GNB1"
"AKT2","CREB1"
"AKT2","SPRR2A"
"AKT2","GSK3B"
"AKT2","DENND1A"
"AKT2","MAPK8"
"AKT2","CDKN1B"
"AKT2","FASN"
"AKT2","KRAS"
"AKT2","NOS3"
"AKT2","GAPDH"
"AKT2","EP300"
"AKT2","SH3RF1"
"AKT2","KCNQ3"
"AKT2","CSNK2A1"
"AKT2","TWIST1"
"AKT2","CTNNB1"
"AKT2","PTEN"
"AKT2","PALLD"
"AKT2","G6PD"
"AKT2","PHLPP1"
"AKT2","LYN"
"AKT2","PCBP1"
"AKT2","FLNC"
"AKT2","SAG"
"AKT2","PLEKHO1"
"AKT3","PDPK1"
"AKT3","BAD"
"AKT3","EIF4EBP1"
"AKT3","ESR1"
"AKT3","LAMC1"
"AKT3","FBXO7"
"AKT3","AFAP1"
"AKT3","BAX"
"AKT3","FLT1"
"AKT3","PIK3R1"
"AKT3","GSK3A"
"AKT3","RPS6KB1"
"AKT3","SRC"
"AKT3","AKT1"
"AKT3","XIAP"
"AKT3","BIRC5"
"AKT3","VEGFA"
"AKT3","TOX2"
"AKT3","NFKB1"
"AKT3","CD44"
"AKT3","CASP9"
"AKT3","PDK1"
"AKT3","MDM2"
"AKT3","FOXO3"
"AKT3","TRIB3"
"AKT3","CDKN1A"
"AKT3","PPP2CA"
"AKT3","RUNX2"
"AKT3","PRKCD"
"AKT3","MTOR"
"AKT3","IKBKB"
"AKT3","JUN"
"AKT3","TRAF6"
"AKT3","AKT2"
"AKT3","RPL37A"
"AKT3","GNA12"
"AKT3","KLF4"
"AKT3","BCL2L1"
"AKT3","PFKP"
"AKT3","FOXO4"
"AKT3","RELA"
"AKT3","COBL"
"AKT3","PIK3CA"
"AKT3","COL1A1"
"AKT3","PRKDC"
"AKT3","BCL2"
"AKT3","ESR2"
"AKT3","NEDD4L"
"AKT3","GSN"
"AKT3","DAB2"
"AKT3","PIK3R3"
"AKT3","CREB3"
"AKT3","HSPB1"
"AKT3","MAP3K8"
"AKT3","STAT5A"
"AKT3","MAP3K5"
"AKT3","FOXO1"
"AKT3","FOS"
"AKT3","NR4A1"
"AKT3","CASP3"
"AKT3","MICAL3"
"AKT3","CREB1"
"AKT3","IKBKG"
"AKT3","GSK3B"
"AKT3","DENND1A"
"AKT3","MAPKAP1"
"AKT3","CDKN1B"
"AKT3","PRKACA"
"AKT3","NOS3"
"AKT3","MYO1B"
"AKT3","PTK2B"
"AKT3","TGFBR2"
"AKT3","CALD1"
"AKT3","CTNNB1"
"AKT3","PLEKHG3"
"AKT3","PTEN"
"AKT3","PHLPP1"
"AKT3","PLEKHO1"
"ALK","HSPA1B"
"ALK","VGF"
"ALK","VIM"
"ALK","PIK3R1"
"ALK","PIK3CB"
"ALK","HES1"
"ALK","MAP3K3"
"ALK","TRIM13"
"ALK","GPC1"
"ALK","UNC45A"
"ALK","SRC"
"ALK","MAP3K14"
"ALK","EPHA2"
"ALK","SOCS5"
"ALK","HSP90AB1"
"ALK","TNFRSF8"
"ALK","MDM2"
"ALK","CDK9"
"ALK","ACTB"
"ALK","HCK"
"ALK","SH3KBP1"
"ALK","HSP90AA1"
"ALK","HLA-A"
"ALK","JAK2"
"ALK","IRF7"
"ALK","STAT3"
"ALK","FGFR4"
"ALK","ERBB2"
"ALK","CENPF"
"ALK","VCL"
"ALK","MYH9"
"ALK","SHH"
"ALK","PIK3CA"
"ALK","TOP1"
"ALK","GRB2"
"ALK","RELA"
"ALK","SMARCA4"
"ALK","GAK"
"ALK","PFDN6"
"ALK","SEC23B"
"ALK","MAP3K5"
"ALK","UNC5B"
"ALK","NBEA"
"ALK","NUP155"
"ALK","HNRNPR"
"ALK","DNAJB12"
"ALK","EIF4B"
"ALK","HSPD1"
"ALK","ERAP1"
"ALK","ELP3"
"ALK","MAPK1"
"ALK","TGFB1"
"ALK","ARF4"
"ALK","GSK3B"
"ALK","TNK2"
"ALK","IGF1R"
"ALK","ARHGEF2"
"ALK","MSH2"
"ALK","PTN"
"ALK","PXN"
"ALK","TP53"
"ALK","SDC1"
"ALK","TACC1"
"ALK","FN1"
"ALK","TRIP13"
"ANGPT1","ETS1"
"ANGPT1","FLT1"
"ANGPT1","KLF2"
"ANGPT1","TEK"
"ANGPT1","HDAC7"
"ANGPT1","VEGFA"
"ANGPT1","NFKB1"
"ANGPT1","THBD"
"ANGPT1","FLT4"
"ANGPT1","ICAM1"
"ANGPT1","RELA"
"ANGPT1","GATA3"
"ANGPT1","TNF"
"ANGPT1","ANGPT2"
"ANGPT1","NOS3"
"ANGPT1","CXCR4"
"ANGPT1","FN1"
"AR","SMAD4"
"AR","CASP2"
"AR","DHX15"
"AR","GTF2F1"
"AR","FHL2"
"AR","ZNF608"
"AR","TJP1"
"AR","DBI"
"AR","PPP2R2B"
"AR","SMARCA2"
"AR","CASZ1"
"AR","RAI1"
"AR","PIM1"
"AR","RXRA"
"AR","ESR1"
"AR","BLK"
"AR","NDRG1"
"AR","ETS1"
"AR","ARID1B"
"AR","CUX1"
"AR","IGF1R"
"AR","RERE"
"AR","TLE3"
"AR","ZMIZ1"
"AR","MEF2D"
"AR","SMAD3"
"AR","NFIC"
"AR","DAB2IP"
"AR","PIK3R1"
"AR","MED15"
"AR","UXT"
"AR","NRG1"
"AR","CTBP1"
"AR","PCM1"
"AR","AHR"
"AR","GRIP1"
"AR","IGF1"
"AR","HDAC7"
"AR","PGC"
"AR","SRD5A3"
"AR","SRC"
"AR","HSP90AA1"
"AR","PIN1"
"AR","GADD45G"
"AR","GDF15"
"AR","STAT3"
"AR","CDK1"
"AR","E2F1"
"AR","CFLAR"
"AR","VIP"
"AR","FKBP4"
"AR","DUSP1"
"AR","GNAI2"
"AR","PGK1"
"AR","BRD4"
"AR","FOLH1"
"AR","HSP90AB1"
"AR","KAT2B"
"AR","NRIP1"
"AR","ELF3"
"AR","PELP1"
"AR","ZBTB16"
"AR","BRD8"
"AR","DDX23"
"AR","PSMA2"
"AR","RPS9"
"AR","TMOD3"
"AR","HSPA4"
"AR","CYP17A1"
"AR","PPARGC1A"
"AR","PDK1"
"AR","PRKG1"
"AR","HCFC1"
"AR","CAV1"
"AR","NR2C2"
"AR","MDM2"
"AR","FOXO3"
"AR","FOXA1"
"AR","KAT5"
"AR","EZH2"
"AR","NAPA"
"AR","RPS21"
"AR","NFIB"
"AR","MED1"
"AR","ACTB"
"AR","AKT1"
"AR","TGIF1"
"AR","ACSL3"
"AR","CYP3A5"
"AR","PDE9A"
"AR","TMPRSS2"
"AR","FADS2"
"AR","PRMT1"
"AR","SIN3A"
"AR","CASP7"
"AR","F2R"
"AR","GTF2I"
"AR","GSK3A"
"AR","TXNRD1"
"AR","ENO1"
"AR","MAOA"
"AR","PMAIP1"
"AR","GLI3"
"AR","HCK"
"AR","TCF7L2"
"AR","MYO1B"
"AR","YAP1"
"AR","DAAM1"
"AR","SVIL"
"AR","MID1"
"AR","DDC"
"AR","SMS"
"AR","SIN3B"
"AR","MED16"
"AR","MED13L"
"AR","FBRS"
"AR","GSK3B"
"AR","SIRT1"
"AR","ZC3H4"
"AR","MYCBP2"
"AR","HEY1"
"AR","SOD2"
"AR","SQSTM1"
"AR","TFAP2A"
"AR","ATXN1"
"AR","CYP7B1"
"AR","HNF4A"
"AR","SRY"
"AR","HGF"
"AR","KLF4"
"AR","CDC42"
"AR","PLCG2"
"AR","POU2F2"
"AR","SPP1"
"AR","FLII"
"AR","NR0B1"
"AR","ADAR"
"AR","MT2A"
"AR","IFI16"
"AR","KIAA1217"
"AR","HIPK2"
"AR","TNS1"
"AR","SCAP"
"AR","PRKCA"
"AR","WIZ"
"AR","OGT"
"AR","ZBTB1"
"AR","CSK"
"AR","SSBP2"
"AR","PRKCB"
"AR","SREBF1"
"AR","PRDX4"
"AR","SLC25A6"
"AR","PTK6"
"AR","SCNN1A"
"AR","NCOA3"
"AR","JMJD1C"
"AR","USP7"
"AR","PSMB3"
"AR","PSMD1"
"AR","SKIL"
"AR","TPD52"
"AR","TADA3"
"AR","ERG"
"AR","VAV3"
"AR","EGR1"
"AR","MCM5"
"AR","GNB1"
"AR","BCOR"
"AR","ATF2"
"AR","SIAH2"
"AR","SYK"
"AR","NEFL"
"AR","CDK6"
"AR","KLK3"
"AR","JUP"
"AR","CCND1"
"AR","CDKN1A"
"AR","BCL6"
"AR","FOXK1"
"AR","NFIA"
"AR","CTBP2"
"AR","HDAC4"
"AR","UBE2I"
"AR","NCOR1"
"AR","GSN"
"AR","SYMPK"
"AR","RELA"
"AR","MAP3K1"
"AR","SOCS3"
"AR","HSPB1"
"AR","EIF3I"
"AR","KLK2"
"AR","UBE3A"
"AR","USP26"
"AR","RPS16"
"AR","HNRNPR"
"AR","SMARCA4"
"AR","GAK"
"AR","IL6ST"
"AR","GNRH1"
"AR","ABL1"
"AR","EXPH5"
"AR","POU2F1"
"AR","DCAF6"
"AR","PCBP1"
"AR","GAS6"
"AR","APPBP2"
"AR","GBE1"
"AR","ASAP1"
"AR","FLOT1"
"AR","MTA3"
"AR","ARID5B"
"AR","FOXP1"
"AR","TLE4"
"AR","CALM1"
"AR","EGF"
"AR","TRIM25"
"AR","CCNE1"
"AR","PGR"
"AR","PPM1D"
"AR","FOXO1"
"AR","SPATS2L"
"AR","USP48"
"AR","NCOR2"
"AR","CTNNA1"
"AR","EGFR"
"AR","JUN"
"AR","GRHL2"
"AR","TLE1"
"AR","IL6"
"AR","ZMYND8"
"AR","PER1"
"AR","FOSB"
"AR","ETV3"
"AR","PPP2CA"
"AR","TOM1L2"
"AR","CREBBP"
"AR","VPS13C"
"AR","KRT8"
"AR","EDN1"
"AR","KDM4C"
"AR","LIMCH1"
"AR","YWHAQ"
"AR","HIF1A"
"AR","TCF4"
"AR","CEBPB"
"AR","SPDEF"
"AR","TDG"
"AR","CDKN2A"
"AR","ETV1"
"AR","RPL18A"
"AR","RPS6KA3"
"AR","MYH10"
"AR","APRT"
"AR","ZNF462"
"AR","MET"
"AR","TERT"
"AR","TGFB1"
"AR","KLF5"
"AR","TAF15"
"AR","RREB1"
"AR","MME"
"AR","TRPS1"
"AR","MAPK8"
"AR","TNK2"
"AR","TNFRSF1A"
"AR","LDHA"
"AR","CDC14B"
"AR","FLNB"
"AR","STAT1"
"AR","FKBP5"
"AR","CDK19"
"AR","CGN"
"AR","SP1"
"AR","TRIM33"
"AR","PSAP"
"AR","ZFHX3"
"AR","USP10"
"AR","HMGB1"
"AR","MYO5B"
"AR","VAV2"
"AR","ZNF217"
"AR","ACIN1"
"AR","MYO1D"
"AR","EP300"
"AR","CDH1"
"AR","BAG1"
"AR","ODC1"
"AR","NR0B2"
"AR","IGFBP3"
"AR","FGF8"
"AR","PTPN6"
"AR","EP400"
"AR","GPS2"
"AR","LDB1"
"AR","LATS2"
"AR","ERBB3"
"AR","NCOA4"
"AR","BCL9"
"AR","PIAS1"
"AR","NR3C1"
"AR","RB1"
"AR","KRT18"
"AR","NCOA1"
"AR","TPM3"
"AR","PSMB5"
"AR","ARID1A"
"AR","RBPJ"
"AR","TKT"
"AR","NCOA6"
"AR","NKX3-1"
"AR","PARP1"
"AR","HSPA1B"
"AR","BECN1"
"AR","CASP8"
"AR","FOSL2"
"AR","PHGDH"
"AR","CTNNB1"
"AR","USP5"
"AR","MYO18A"
"AR","FN1"
"AR","PTEN"
"AR","DTX3L"
"AR","BTG2"
"AR","CASP3"
"AR","TBP"
"AR","STEAP4"
"AR","SKI"
"AR","LYN"
"AR","HSD17B12"
"AR","PARK7"
"AR","COX5B"
"AR","RAP1A"
"AR","PIAS3"
"AR","DSP"
"AR","MDC1"
"AR","CCDC51"
"AR","PRAME"
"ARAF","ESR1"
"ARAF","MYC"
"ARAF","CDKN2B"
